customer_id,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,call_failures,tariff_plan,status,age_group,complaints,churn
898,30,0,6365,85,0,16,0,A,Active,Over 40,N,0
899,37,0,3105,46,7,15,12,A,Inactive,30-40,N,1
900,7,0,8368,155,51,32,2,A,Active,Over 40,N,0
901,33,0,438,2,0,3,3,A,Inactive,30-40,N,1
902,34,0,3695,80,22,24,10,A,Active,30-40,N,0
903,35,8,10840,98,2,40,22,A,Active,Over 40,N,0
904,45,2,14078,181,15,47,14,A,Active,30-40,N,0
905,43,2,7893,135,401,49,9,A,Active,30-40,N,0
906,36,0,2023,41,32,31,7,A,Active,30-40,Y,1
907,37,1,6043,93,7,9,9,A,Active,30-40,N,0
908,32,0,4255,73,0,19,2,A,Active,30-40,N,0
909,25,2,15815,228,0,74,20,A,Active,Under 30,N,0
910,40,1,4290,79,5,27,3,A,Active,30-40,N,0
911,40,2,4820,89,9,27,12,A,Active,30-40,N,0
912,41,3,9195,123,154,47,14,A,Active,30-40,N,0
913,35,0,1665,44,38,20,3,A,Inactive,30-40,N,0
914,33,4,16570,245,16,85,32,B,Active,Under 30,N,0
915,38,0,628,9,16,7,7,A,Inactive,30-40,N,1
916,28,2,1430,42,225,15,4,B,Active,30-40,N,0
917,30,3,1735,48,232,17,9,B,Active,30-40,N,0
918,26,0,6480,85,0,19,0,A,Active,Over 40,N,0
919,42,2,4103,90,19,34,8,A,Active,30-40,N,0
920,35,1,3843,80,7,25,5,A,Active,30-40,N,0
921,20,0,740,18,1,6,3,A,Active,Under 30,N,0
922,15,2,9533,181,94,55,16,A,Active,Over 40,N,0
923,29,0,3413,70,0,25,0,A,Active,Under 30,N,0
924,40,2,418,6,14,6,1,A,Active,Over 40,N,0
925,36,0,2590,52,166,20,4,A,Active,Under 30,N,0
926,13,0,8028,155,45,23,3,A,Active,Over 40,N,0
927,28,0,0,0,0,0,0,A,Inactive,Under 30,N,1
928,44,10,11000,109,23,50,31,A,Active,Over 40,N,0
929,36,0,2055,33,278,16,0,A,Active,30-40,N,0
930,38,0,438,8,7,4,5,A,Inactive,30-40,N,1
931,43,4,15140,231,62,33,27,A,Active,30-40,N,0
932,40,1,13888,174,0,43,10,A,Active,30-40,N,0
933,22,2,9237,183,88,43,19,A,Active,Over 40,N,0
934,36,0,4400,78,4,26,4,A,Active,30-40,N,0
935,9,1,4200,39,206,7,0,A,Active,30-40,N,0
936,35,0,2070,42,150,23,0,A,Active,Under 30,N,0
937,36,4,7270,122,278,35,11,B,Active,30-40,N,0
938,14,0,8222,160,48,40,6,A,Active,Over 40,N,0
939,13,2,4470,42,225,14,3,A,Active,30-40,N,0
940,29,2,1620,42,200,13,9,B,Active,30-40,N,0
941,37,2,16085,192,171,45,13,A,Active,Under 30,N,0
942,34,0,3833,57,0,31,2,A,Active,Under 30,N,0
943,46,2,2925,55,307,26,14,A,Active,Over 40,N,0
944,36,1,3145,28,7,16,6,A,Active,30-40,N,0
945,38,0,3410,53,48,22,14,A,Inactive,30-40,N,1
946,23,0,1165,29,14,11,7,A,Active,Under 30,N,0
947,39,0,585,16,17,11,0,A,Inactive,Under 30,N,0
948,35,1,9000,116,146,44,10,A,Active,30-40,N,0
949,30,0,0,0,0,0,0,A,Inactive,Under 30,Y,1
950,36,1,6528,75,133,39,3,A,Active,Under 30,N,0
951,32,0,3295,41,8,17,12,A,Inactive,30-40,Y,1
952,37,0,2263,59,350,21,8,A,Active,30-40,N,0
953,38,1,4325,82,0,22,5,A,Active,30-40,N,0
954,41,0,80,2,10,4,1,A,Inactive,Under 30,N,1
955,18,4,2967,50,29,18,11,A,Active,30-40,N,0
956,15,0,6333,138,80,40,13,B,Active,Under 30,N,0
957,16,0,1580,21,30,15,0,A,Active,Under 30,N,0
958,35,1,8810,115,137,41,8,A,Active,30-40,N,0
959,36,8,10435,93,1,42,21,A,Active,Over 40,Y,0
960,12,0,8513,159,34,34,7,A,Active,Over 40,N,0
961,37,0,2570,60,66,37,12,A,Inactive,Over 40,Y,1
962,37,0,0,0,0,0,0,A,Inactive,Under 30,N,0
963,42,2,6718,81,116,38,10,A,Active,Under 30,N,0
964,35,0,6413,69,101,35,3,A,Active,Under 30,N,0
965,17,1,8993,174,78,42,15,A,Active,Over 40,N,0
966,35,0,7448,124,379,41,0,A,Active,Under 30,N,0
967,33,0,2373,58,349,20,9,A,Active,Under 30,N,0
968,41,0,955,16,10,15,1,A,Inactive,Under 30,N,0
969,32,0,305,6,7,2,5,A,Inactive,30-40,N,1
970,39,3,16390,198,178,47,18,A,Active,Under 30,N,0
971,21,2,9318,179,90,46,18,A,Active,Over 40,N,0
972,30,4,16200,236,7,77,28,B,Active,Under 30,N,0
973,36,0,133,2,0,2,0,A,Inactive,30-40,N,1
974,15,0,5897,134,69,37,9,B,Active,Under 30,N,0
975,38,0,110,4,0,1,0,A,Inactive,Under 30,N,0
976,38,1,4023,88,9,30,7,A,Active,30-40,N,0
977,33,3,1700,44,210,17,10,B,Active,30-40,N,0
978,38,0,2643,60,334,22,15,A,Active,Under 30,N,0
979,43,0,2573,56,49,34,16,A,Inactive,Over 40,Y,1
980,28,0,575,27,14,10,8,A,Inactive,Under 30,N,0
981,11,1,8978,167,65,36,12,A,Active,Over 40,N,0
982,39,3,1353,21,19,4,11,A,Active,Over 40,N,0
983,35,0,7393,122,386,44,0,A,Active,Under 30,N,0
984,34,0,2158,52,0,13,8,A,Inactive,30-40,N,0
985,34,1,11770,154,10,48,10,A,Active,30-40,N,0
986,37,0,5900,76,165,11,0,A,Active,30-40,N,0
987,6,1,4695,40,214,11,5,A,Active,30-40,N,0
988,31,0,1710,40,30,16,5,A,Inactive,30-40,N,0
989,38,1,3095,27,483,8,4,A,Active,30-40,N,0
990,40,4,15445,231,61,34,30,B,Active,30-40,N,0
991,21,0,825,4,13,2,0,A,Inactive,Over 40,N,0
992,41,3,4110,44,498,10,15,A,Active,Over 40,N,0
993,30,0,2395,45,158,17,0,A,Active,Under 30,N,0
994,36,0,14235,209,26,15,16,A,Active,30-40,N,0
995,40,1,6223,101,14,14,11,A,Active,30-40,N,0
996,34,0,2280,30,0,16,3,A,Inactive,Under 30,Y,1
997,39,1,4485,77,37,21,8,A,Active,30-40,N,0
998,34,1,4560,79,7,21,7,A,Active,30-40,N,0
999,16,1,2253,35,10,4,4,A,Active,30-40,N,0
1000,38,0,2383,49,32,30,12,A,Inactive,Over 40,N,1
1001,33,0,1960,48,52,33,2,A,Inactive,30-40,Y,1
1002,38,0,750,16,4,14,0,A,Inactive,Under 30,N,0
1003,32,2,15950,240,4,83,22,A,Active,Under 30,N,0
1004,9,0,8548,163,56,34,6,A,Active,Over 40,N,0
1005,36,4,7270,122,278,35,11,B,Active,30-40,N,0
1006,40,2,4630,88,0,24,10,A,Active,30-40,N,0
1007,26,0,1070,13,23,3,5,A,Inactive,Over 40,N,0
1008,45,2,6223,107,22,15,13,A,Active,30-40,N,0
1009,39,2,6833,80,106,36,11,A,Active,Under 30,N,0
1010,42,2,2053,33,17,12,7,A,Active,Over 40,N,0
1011,19,0,6098,137,71,29,17,B,Active,Under 30,N,0
1012,39,0,13963,169,7,42,12,A,Active,30-40,N,0
1013,41,0,1933,54,9,16,6,A,Inactive,30-40,N,0
1014,39,0,2475,53,176,22,3,A,Active,Under 30,N,0
1015,35,1,6943,79,105,35,12,A,Active,Under 30,N,0
1016,34,0,15065,170,111,24,4,A,Active,Under 30,N,0
1017,40,0,193,7,11,7,0,A,Inactive,Under 30,N,0
1018,26,0,3415,61,7,21,7,A,Active,30-40,N,0
1019,40,0,415,10,7,2,5,A,Inactive,30-40,N,0
1020,36,0,305,6,7,2,5,A,Inactive,30-40,N,1
1021,14,2,1973,33,18,14,10,A,Active,30-40,N,1
1022,38,1,7623,133,416,47,3,A,Active,30-40,N,0
1023,25,0,3225,61,8,23,2,A,Active,30-40,N,0
1024,22,2,6878,155,103,49,23,B,Active,Under 30,N,0
1025,36,0,1135,55,27,22,25,A,Inactive,Under 30,Y,1
1026,25,0,3035,60,0,20,0,A,Active,30-40,N,0
1027,16,2,6518,139,81,39,19,B,Active,Under 30,N,0
1028,35,0,15370,177,152,31,6,A,Active,Under 30,N,0
1029,35,1,2905,51,171,20,9,A,Active,Under 30,N,0
1030,36,8,10680,96,7,42,23,A,Active,Over 40,N,0
1031,8,0,1373,13,0,3,3,A,Active,Under 30,Y,1
1032,19,0,1885,26,7,12,7,A,Active,Under 30,N,0
1033,40,1,5623,91,7,17,7,A,Active,30-40,N,0
1034,36,4,7080,121,269,32,9,B,Active,30-40,N,0
1035,32,0,5738,96,16,20,12,A,Active,Under 30,Y,1
1036,40,3,3265,55,313,35,13,A,Active,Over 40,N,0
1037,18,2,7102,152,93,42,22,B,Active,Under 30,N,0
1038,38,3,2573,41,28,23,10,A,Active,Over 40,N,0
1039,24,0,1120,14,35,16,0,A,Inactive,Over 40,N,0
1040,41,2,2813,70,41,39,8,A,Active,Under 30,N,0
1041,31,0,1250,51,30,30,22,A,Inactive,Under 30,N,1
1042,37,0,743,13,41,8,0,A,Inactive,Over 40,N,1
1043,29,1,1305,34,29,17,11,A,Active,Under 30,N,0
1044,38,3,14950,224,45,29,23,A,Active,30-40,N,0
1045,26,0,825,10,21,3,0,A,Inactive,Over 40,N,0
1046,33,0,3885,57,0,10,1,A,Active,Under 30,N,0
1047,16,3,2852,45,31,19,8,A,Active,30-40,N,0
1048,42,0,4325,75,13,21,8,A,Active,30-40,N,0
1049,39,1,2758,66,366,26,15,A,Active,30-40,N,0
1050,37,2,9115,121,144,43,13,A,Active,30-40,N,0
1051,37,1,6690,87,195,29,5,A,Active,30-40,N,0
1052,38,0,990,20,32,15,0,A,Inactive,Under 30,N,0
1053,28,0,2215,37,153,15,0,A,Active,Under 30,N,0
1054,35,0,1265,41,32,15,21,A,Inactive,30-40,N,0
1055,35,0,3030,22,7,12,6,A,Active,30-40,N,0
1056,32,0,13388,161,0,38,1,A,Active,30-40,N,0
1057,29,2,1620,42,200,13,9,B,Active,30-40,N,0
1058,23,0,0,0,0,0,0,A,Inactive,Over 40,N,0
1059,40,0,2543,60,15,19,14,A,Inactive,30-40,N,0
1060,39,0,553,14,39,8,5,A,Inactive,30-40,N,1
1061,33,0,3245,27,1,12,2,A,Active,30-40,N,0
1062,34,0,8100,104,112,41,2,A,Active,30-40,N,0
1063,33,0,4803,81,0,22,2,A,Active,Under 30,Y,1
1064,33,4,16135,241,5,82,28,A,Active,Under 30,N,0
1065,37,4,9715,131,165,58,17,B,Active,30-40,N,0
1066,37,2,8870,118,142,43,11,A,Active,30-40,N,0
1067,32,0,2133,48,0,27,0,A,Active,Under 30,N,0
1068,23,0,730,25,3,8,3,A,Active,Under 30,N,0
1069,37,0,2160,51,54,25,10,A,Inactive,30-40,N,0
1070,35,0,6658,72,103,35,5,A,Active,Under 30,N,0
1071,40,4,15200,228,59,34,28,A,Active,30-40,N,0
1072,41,2,2780,51,324,24,9,A,Active,Over 40,N,0
1073,33,0,955,47,16,17,23,A,Inactive,Under 30,Y,1
1074,35,0,380,7,0,6,0,A,Inactive,Under 30,N,0
1075,41,1,3955,90,43,33,13,A,Active,30-40,N,0
1076,42,1,3050,31,491,12,4,A,Active,30-40,N,0
1077,27,1,930,28,7,2,11,A,Active,Under 30,N,0
1078,9,0,3790,30,194,23,0,A,Active,30-40,N,0
1079,22,0,0,0,11,0,0,A,Inactive,Over 40,N,0
1080,36,6,7870,132,299,50,15,B,Active,30-40,N,0
1081,30,0,3210,66,10,20,1,A,Active,Under 30,N,0
1082,30,0,5433,90,9,18,7,A,Active,Under 30,N,1
1083,34,0,2730,18,471,4,0,A,Active,30-40,N,0
1084,15,0,9122,172,82,43,14,A,Active,Over 40,N,0
1085,37,0,2458,44,9,29,14,A,Inactive,30-40,N,1
1086,34,0,7088,115,345,37,0,A,Active,Under 30,N,0
1087,40,5,7350,124,288,39,12,B,Active,30-40,N,0
1088,42,0,888,17,24,10,5,A,Inactive,Over 40,N,1
1089,29,0,2605,33,0,10,3,A,Inactive,Under 30,Y,1
1090,36,2,6843,73,104,34,11,A,Active,Under 30,N,0
1091,35,4,7675,127,279,33,12,B,Active,30-40,Y,0
1092,22,0,0,0,9,0,0,A,Inactive,Over 40,N,0
1093,44,1,4458,76,16,41,15,A,Active,Under 30,N,0
1094,39,0,905,16,28,17,9,A,Inactive,Under 30,Y,1
1095,36,0,0,0,0,0,0,A,Inactive,30-40,N,1
1096,24,5,3418,61,53,27,18,B,Active,Over 40,N,0
1097,34,0,1390,26,43,11,10,A,Inactive,Over 40,N,0
1098,25,0,2625,51,0,8,0,A,Active,30-40,N,0
1099,40,0,1015,20,20,10,7,A,Inactive,30-40,N,0
1100,33,0,2875,36,11,17,6,A,Inactive,Under 30,N,1
1101,27,2,15995,236,0,76,24,A,Active,Under 30,N,0
1102,36,0,2533,58,22,30,8,A,Inactive,30-40,N,0
1103,25,0,635,10,46,5,0,A,Inactive,Over 40,N,0
1104,16,1,6797,146,86,40,17,B,Active,Under 30,N,0
1105,37,0,4775,76,23,15,9,A,Active,Under 30,N,0
1106,41,0,13468,169,1,43,4,A,Active,30-40,N,0
1107,35,0,0,0,0,0,0,A,Inactive,Under 30,N,1
1108,19,2,6507,146,83,41,19,B,Active,Under 30,N,0
1109,27,1,1560,39,195,11,6,B,Active,Under 30,N,0
1110,38,2,6123,104,33,26,18,A,Active,Under 30,N,0
1111,33,0,1753,40,0,10,2,A,Inactive,30-40,N,0
1112,37,0,2203,58,27,35,0,A,Active,Under 30,N,0
1113,36,0,1970,64,31,19,34,B,Inactive,30-40,Y,1
1114,39,0,1180,20,7,13,5,A,Inactive,Under 30,N,0
1115,42,2,3175,29,493,12,5,A,Active,30-40,N,0
1116,34,0,0,0,0,0,0,A,Active,Over 40,N,0
1117,13,0,8817,166,75,41,9,A,Active,Over 40,N,0
1118,19,0,2840,53,0,17,0,A,Active,30-40,N,0
1119,38,0,13773,169,0,44,7,A,Active,30-40,N,0
1120,33,1,5638,90,15,19,11,A,Active,Under 30,Y,1
1121,34,0,3658,79,0,26,0,A,Active,Under 30,N,0
1122,42,0,0,0,8,0,0,A,Inactive,Under 30,N,1
1123,40,0,4075,67,7,4,9,A,Active,30-40,N,0
1124,25,1,1540,40,190,9,8,B,Active,30-40,N,0
1125,29,2,15960,233,2,81,22,A,Active,Under 30,N,0
1126,42,2,598,14,19,8,5,A,Active,Over 40,N,0
1127,38,5,7330,125,283,37,14,B,Active,30-40,N,0
1128,25,0,2980,58,6,23,0,A,Active,30-40,N,0
1129,30,0,535,35,0,11,18,A,Inactive,Under 30,N,1
1130,36,0,1743,47,0,12,2,A,Inactive,30-40,N,0
1131,28,0,1730,26,49,20,9,A,Inactive,Over 40,N,0
1132,36,1,4665,75,19,30,7,A,Active,Under 30,N,0
1133,44,1,2620,49,300,24,9,A,Active,30-40,N,0
1134,7,0,992,12,0,2,0,A,Active,Under 30,N,1
1135,5,0,1533,15,7,3,5,A,Active,30-40,Y,1
1136,38,0,6593,77,112,40,5,A,Active,Under 30,N,0
1137,24,0,3035,61,33,25,0,A,Active,30-40,N,0
1138,38,1,3095,27,483,8,4,A,Active,30-40,N,0
1139,45,2,16050,198,172,38,19,A,Active,Under 30,N,0
1140,37,1,6500,86,186,26,3,A,Active,30-40,N,0
1141,28,0,600,6,24,5,0,A,Inactive,Over 40,N,0
1142,13,1,9228,175,87,53,11,A,Active,Over 40,N,0
1143,14,2,2547,39,24,17,3,A,Active,30-40,N,0
1144,36,0,405,8,6,6,0,A,Inactive,Under 30,N,0
1145,38,0,2838,64,29,32,13,A,Inactive,30-40,N,0
1146,30,0,13208,153,0,36,0,A,Active,30-40,N,0
1147,38,0,2360,39,285,18,4,A,Active,30-40,N,0
1148,30,1,1225,38,27,14,12,A,Active,Under 30,N,0
1149,41,0,623,11,14,6,5,A,Inactive,30-40,N,0
1150,27,0,695,37,1,11,18,A,Inactive,Under 30,Y,1
1151,40,0,2633,68,370,29,12,A,Active,30-40,N,0
1152,22,0,3045,53,0,18,0,A,Active,30-40,N,0
1153,41,0,433,10,5,3,3,A,Inactive,30-40,N,0
1154,15,2,1748,29,15,13,8,A,Active,30-40,Y,1
1155,30,2,6885,114,261,29,5,B,Active,Under 30,N,0
1156,36,0,1488,42,0,16,0,A,Active,Under 30,N,0
1157,38,2,2960,49,306,33,8,A,Active,30-40,N,0
1158,34,0,1363,19,0,4,0,A,Active,30-40,N,0
1159,42,1,2440,41,295,22,5,A,Active,30-40,N,0
1160,35,3,6560,111,253,35,5,B,Active,Under 30,N,0
1161,37,0,2385,16,458,8,0,A,Active,30-40,N,0
1162,32,4,16190,244,32,84,25,B,Active,Under 30,N,0
1163,20,1,8932,177,81,41,14,A,Active,Over 40,N,0
1164,37,0,835,12,9,5,5,A,Inactive,30-40,N,0
1165,44,0,1095,22,30,14,8,A,Inactive,30-40,N,0
1166,36,0,2268,44,34,31,9,A,Inactive,30-40,Y,1
1167,37,0,1543,27,4,9,0,A,Active,30-40,N,0
1168,15,4,2978,43,27,16,11,A,Active,30-40,N,0
1169,36,0,12868,153,0,27,0,A,Active,30-40,N,0
1170,29,0,1005,18,32,8,2,A,Inactive,Over 40,N,0
1171,37,0,843,13,8,2,6,A,Inactive,30-40,N,1
1172,27,1,6660,104,256,30,0,B,Active,Under 30,N,0
1173,36,4,16560,252,18,87,32,B,Active,Under 30,Y,0
1174,37,1,3050,44,14,18,12,A,Active,30-40,N,1
1175,18,0,6268,143,89,45,13,B,Active,Under 30,N,0
1176,45,0,565,16,22,8,10,A,Inactive,30-40,N,1
1177,15,2,2738,39,0,15,8,A,Active,30-40,N,0
1178,12,0,1435,16,13,8,0,A,Active,Under 30,N,0
1179,43,1,2845,53,303,25,11,A,Active,30-40,N,0
1180,33,0,3095,21,475,7,2,A,Active,30-40,N,0
1181,30,0,0,0,0,0,0,A,Active,Over 40,Y,1
1182,15,0,2000,26,27,15,5,A,Active,Under 30,N,0
1183,33,0,1908,44,0,26,0,A,Active,Under 30,N,0
1184,31,0,2625,32,0,12,1,A,Inactive,Under 30,Y,1
1185,30,0,3805,55,0,9,0,A,Active,Under 30,N,0
1186,37,2,453,10,36,6,0,A,Active,Over 40,N,0
1187,40,3,14678,185,28,61,16,A,Active,30-40,N,0
1188,28,0,6785,91,6,21,1,A,Active,Over 40,N,0
1189,40,4,15445,231,61,34,30,B,Active,30-40,N,0
1190,13,3,4755,49,227,14,10,A,Active,30-40,N,0
1191,38,1,3775,82,32,28,11,A,Active,30-40,N,0
1192,27,0,1758,39,7,66,9,A,Active,Over 40,N,0
1193,36,0,438,6,0,1,0,A,Inactive,Over 40,N,1
1194,34,0,428,6,14,15,0,A,Inactive,30-40,N,1
1195,32,0,7023,113,366,36,0,A,Active,Under 30,N,0
1196,39,0,305,6,7,2,5,A,Inactive,Under 30,N,1
1197,37,3,7150,106,26,26,11,A,Active,Over 40,N,0
1198,13,3,1853,28,12,11,11,A,Active,30-40,Y,1
1199,17,1,6148,138,83,42,14,B,Active,Under 30,Y,0
1200,33,0,1488,17,0,1,0,A,Active,30-40,N,0
1201,36,3,7800,114,29,24,14,A,Active,Over 40,N,0
1202,42,2,6985,100,204,33,10,A,Active,30-40,N,0
1203,37,0,13583,169,25,46,2,A,Active,30-40,N,0
1204,38,0,1443,21,3,8,0,A,Active,30-40,N,0
1205,33,1,11510,150,7,43,7,A,Active,Over 40,N,0
1206,46,2,4763,82,23,43,20,A,Active,Under 30,N,0
1207,36,2,4070,86,46,41,10,A,Active,30-40,N,0
1208,29,0,8550,105,122,35,3,A,Active,30-40,N,0
1209,26,0,585,19,0,3,11,A,Inactive,Under 30,N,0
1210,36,1,2545,18,7,6,5,A,Active,30-40,N,0
1211,39,2,4485,93,40,28,17,A,Active,30-40,N,0
1212,34,0,0,0,0,0,0,A,Inactive,30-40,Y,1
1213,39,0,73,2,5,4,0,A,Active,Under 30,N,0
1214,42,3,3460,36,495,12,12,A,Active,Over 40,N,0
1215,33,0,955,47,16,17,23,A,Inactive,Under 30,Y,1
1216,40,1,4675,77,12,19,13,A,Active,30-40,N,0
1217,38,0,2763,51,50,36,16,A,Inactive,Over 40,Y,1
1218,32,0,0,0,0,0,0,A,Active,Over 40,N,0
1219,40,2,4575,86,7,27,10,A,Active,30-40,N,0
1220,36,1,5573,95,24,24,11,A,Active,Under 30,Y,1
1221,38,0,3423,78,7,15,5,A,Active,30-40,N,0
1222,38,0,2148,55,0,33,1,A,Active,Under 30,N,0
1223,38,0,2573,50,41,33,14,A,Inactive,Over 40,Y,1
1224,39,1,518,12,15,7,2,A,Active,Over 40,N,0
1225,38,1,3340,30,485,8,6,A,Active,30-40,N,0
1226,43,2,3095,33,491,9,6,A,Active,Over 40,N,0
1227,33,0,1875,25,267,11,0,A,Active,30-40,N,0
1228,39,2,6995,93,202,31,10,A,Active,30-40,N,0
1229,33,2,3790,77,30,31,12,A,Active,Over 40,N,0
1230,32,0,6233,61,90,30,1,A,Active,Under 30,N,0
1231,38,0,2238,54,8,17,9,A,Inactive,30-40,Y,0
1232,32,0,305,6,7,2,5,A,Inactive,Over 40,N,1
1233,39,1,2568,65,357,23,13,A,Active,30-40,N,0
1234,7,1,4615,44,212,8,6,A,Active,30-40,N,0
1235,5,0,4025,31,203,6,0,A,Active,30-40,N,0
1236,22,2,2060,35,40,18,10,A,Active,30-40,N,0
1237,38,1,14018,172,7,44,9,A,Active,30-40,N,0
1238,20,0,395,13,0,4,4,A,Inactive,Under 30,N,0
1239,15,0,8688,168,71,40,10,A,Active,Over 40,N,0
1240,28,0,940,15,19,2,3,A,Inactive,Over 40,N,0
1241,43,0,2723,68,26,24,16,A,Inactive,30-40,Y,0
1242,40,0,15665,190,161,35,11,A,Active,Under 30,N,0
1243,38,0,15080,177,132,32,8,A,Active,Under 30,N,0
1244,28,0,2920,61,9,22,0,A,Active,30-40,N,0
1245,30,0,6413,63,93,34,1,A,Active,Under 30,N,0
1246,41,0,618,16,18,9,7,A,Inactive,30-40,Y,1
1247,38,0,1065,14,7,9,5,A,Inactive,Under 30,N,0
1248,41,5,16155,242,69,34,36,B,Active,30-40,N,0
1249,38,0,13173,159,0,29,3,A,Active,30-40,N,0
1250,39,1,7813,133,391,45,8,A,Active,30-40,N,0
1251,21,1,6348,145,93,46,16,B,Active,Under 30,N,0
1252,23,1,2180,40,46,21,9,A,Active,30-40,N,0
1253,40,1,6680,94,197,31,5,A,Active,30-40,N,0
1254,10,0,1130,10,6,6,0,A,Active,Under 30,N,0
1255,34,0,7328,119,373,38,1,A,Active,Under 30,N,0
1256,35,1,743,9,5,1,1,A,Active,Over 40,N,0
1257,20,0,1470,22,31,16,0,A,Active,Under 30,N,0
1258,32,1,5863,94,18,20,13,A,Active,Under 30,N,1
1259,8,1,1892,24,1,5,4,A,Active,30-40,N,1
1260,36,1,5818,98,26,24,13,A,Active,Under 30,Y,1
1261,9,0,5828,125,63,34,6,B,Active,Under 30,N,0
1262,38,9,10550,98,0,41,24,A,Active,Over 40,N,0
1263,32,1,3065,26,7,12,5,A,Active,30-40,N,0
1264,38,2,453,9,2,1,3,A,Active,Over 40,N,0
1265,37,0,3485,48,25,21,16,A,Inactive,30-40,Y,1
1266,34,2,6113,102,40,37,12,A,Active,Under 30,N,0
1267,10,2,2593,35,16,13,3,A,Active,30-40,N,0
1268,27,0,1163,34,12,70,3,A,Active,Over 40,N,0
1269,38,0,2170,38,276,15,2,A,Active,30-40,N,0
1270,37,0,2123,48,0,13,9,A,Inactive,30-40,N,0
1271,36,2,14835,219,47,30,20,A,Active,30-40,N,0
1272,39,2,3890,88,64,32,11,A,Active,30-40,N,0
1273,18,2,2295,36,49,29,6,A,Active,Under 30,N,0
1274,40,1,4313,71,0,34,13,A,Active,Under 30,N,0
1275,26,0,825,23,7,4,14,A,Inactive,30-40,N,0
1276,11,2,4885,47,231,15,9,A,Active,30-40,N,0
1277,15,0,8742,170,64,37,10,A,Active,Over 40,N,0
1278,46,2,14338,185,22,52,17,A,Active,30-40,N,0
1279,38,0,5918,95,7,12,6,A,Active,30-40,N,0
1280,10,0,6087,129,70,39,9,B,Active,Under 30,N,0
1281,35,0,11405,151,6,45,4,A,Active,30-40,N,0
1282,34,0,10450,137,0,45,0,A,Active,30-40,N,0
1283,36,1,6008,99,35,27,15,A,Active,Under 30,N,1
1284,35,0,6195,80,179,24,0,A,Active,30-40,N,0
1285,34,0,5703,58,76,35,0,A,Active,Under 30,N,0
1286,42,0,2348,62,10,37,3,A,Active,Under 30,N,0
1287,36,0,13278,162,0,39,0,A,Active,30-40,N,0
1288,38,0,305,6,7,2,5,A,Active,Over 40,N,0
1289,14,0,1330,17,16,10,0,A,Active,Under 30,N,0
1290,39,0,1363,25,1,5,0,A,Active,Over 40,N,0
1291,36,8,10245,92,0,39,19,B,Active,Over 40,N,0
1292,26,0,650,35,1,14,16,A,Inactive,Under 30,N,1
1293,32,0,2100,29,270,12,0,A,Active,30-40,N,0
1294,34,0,323,1,2,2,0,A,Inactive,Over 40,Y,1
1295,3,0,4005,32,198,4,0,A,Active,30-40,N,0
1296,39,8,10130,93,2,41,18,A,Active,Over 40,N,0
1297,29,0,6705,95,4,18,2,A,Active,Over 40,N,0
1298,41,1,2780,59,183,24,8,A,Active,Under 30,N,0
1299,37,0,3895,57,37,33,18,A,Inactive,30-40,Y,1
1300,39,0,1848,33,11,11,3,A,Active,30-40,N,0
1301,36,0,1068,15,0,3,0,A,Active,30-40,N,0
1302,38,0,955,17,15,8,5,A,Inactive,30-40,N,0
1303,36,0,7393,121,352,39,3,A,Active,Under 30,N,0
1304,35,0,2435,17,0,16,0,A,Active,30-40,N,0
1305,38,1,3085,59,182,25,11,A,Active,Under 30,N,0
1306,36,1,13998,173,7,42,11,A,Active,30-40,N,0
1307,19,2,6453,144,90,44,19,B,Active,Under 30,N,0
1308,37,1,3490,64,183,23,12,A,Active,Under 30,N,0
1309,18,4,3158,51,38,21,13,B,Active,30-40,N,0
1310,34,7,10375,90,0,40,18,A,Active,Over 40,N,0
1311,12,0,6392,135,77,41,14,B,Active,Under 30,N,0
1312,34,0,0,0,2,0,0,A,Inactive,30-40,N,1
1313,33,0,960,35,25,13,16,A,Inactive,30-40,N,0
1314,33,3,6775,116,296,35,1,B,Active,Under 30,N,0
1315,29,2,6480,102,253,26,0,B,Active,Under 30,N,0
1316,31,0,2268,38,26,30,7,A,Inactive,30-40,Y,1
1317,37,9,10550,99,33,46,21,A,Active,Over 40,N,0
1318,40,1,4865,78,21,22,15,A,Active,30-40,N,0
1319,36,0,14775,171,125,30,3,A,Active,Under 30,N,0
1320,44,2,2233,41,22,14,11,A,Active,Over 40,N,0
1321,44,0,803,19,25,11,7,A,Inactive,30-40,N,0
1322,33,0,355,37,0,2,19,A,Inactive,Under 30,N,1
1323,41,2,4618,78,40,41,15,A,Active,Under 30,N,0
1324,28,0,890,25,7,5,16,A,Inactive,Under 30,N,0
1325,28,0,305,6,7,2,5,A,Inactive,Over 40,N,0
1326,35,0,5703,92,0,20,13,A,Active,Under 30,Y,1
1327,36,1,6965,105,25,27,5,A,Active,Over 40,N,0
1328,33,2,9160,117,136,39,13,A,Active,30-40,N,0
1329,18,4,2913,48,36,21,11,A,Active,30-40,N,0
1330,39,0,2583,58,7,31,8,A,Active,Under 30,N,0
1331,36,0,2338,54,327,20,10,A,Active,Under 30,N,0
1332,39,0,808,15,20,9,2,A,Inactive,Over 40,N,1
1333,32,0,2008,50,0,27,0,A,Active,Under 30,N,0
1334,42,2,3165,61,192,29,12,A,Active,Under 30,N,0
1335,20,4,2933,47,41,23,9,A,Active,30-40,N,0
1336,31,0,655,29,18,11,11,A,Inactive,Under 30,N,0
